${number: 3} ${choice-plurality: 3}[Five of Coins/Five of Coins].${prompt};${number: 3}${choice-plurality: 3}[Cinq de Deniers/Cinq de Deniers].${prompt}
Be this a dream? Or is it real?;Est-ce un rêve ? Ou est-ce réel ?
${number: 5}/${number: 1} ${choice-plurality: 5}[Jotunn Wildkeeper/Jotunn Wildkeepers].;${number: 5}${number: 1}${choice-plurality: 5}[Gardien sauvage Jotunn/Gardiens sauvages Jotunn].
${number: 0} member${choice-plurality: 0}[/s] of the Tonberry family.;${number: 0}membre${choice-plurality: 0}[/s] de la famille Tonberry.
Oh, did I mention ${item-plural: 1[2]}?;Oh, ai-je mentionné${item-plural: 1[2]}
${number: 5}/${number: 1} ${choice-plurality: 5}[Darter/Darters].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Dard/Dards].${prompt}
${number: 0} ${choice-plurality: 0}[Flamingo/Flamingoes].;${number: 0}${choice-plurality: 0}[Flamant/Flamants roses].
${number: 0} member${choice-plurality: 0}[/s] of the sabotender family.;${number: 0}membre${choice-plurality: 0}[/s] de la famille sabotender.
${number: 5}/${number: 1} ${choice-plurality: 5}[Sprinkler/Sprinklers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Arroseur/Arroseurs].${prompt}
${number: 0} ${choice-plurality: 0}[Velociraptor/Velociraptors].;${number: 0}${choice-plurality: 0}[Vélociraptor/Vélociraptors].
${number: 0} ${choice-plurality: 0}[Six of Cups/Six of Cups].;${number: 0}${choice-plurality: 0}[Six de Coupes/Six de Coupes].
${number: 1} ${choice-plurality: 1}[Etemmu/Etemmus].${prompt};${number: 1}${choice-plurality: 1}[Étemmu/Étemmus].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Lich/Liches].;${number: 5}${number: 1}${choice-plurality: 5}[Liche/Liches].
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the demon family.;${number: 4}${number: 0}membre${choice-plurality: 4}[/s] de la famille des démons.
${number: 0} ${choice-plurality: 0}[Greater Gayla/Greater Gaylas].;${number: 0}${choice-plurality: 0}[Grand Gayla/Grands Gaylas].
${number: 4}/${number: 0} ${choice-plurality: 4}[Hurricane Wyvern/Hurricane Wyverns].;${number: 4}${number: 0}${choice-plurality: 4}[Wyverne de l'ouragan/Wyvernes de l'ouragan].
${number: 0} ${choice-plurality: 0}[Greater Pugil/Greater Pugils].;${number: 0}${choice-plurality: 0}[Grand Pugil/Grands Pugils].
${number: 0} member${choice-plurality: 0}[/s] of the Goblin family.;${number: 0}membre${choice-plurality: 0}[/s] de la famille Goblin.
${number: 5}/${number: 1} ${choice-plurality: 5}[Grotto Pugil/Grotto Pugils].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Pugil de la Grotte/Pugils de la Grotte].${prompt}
${number: 2} ${choice-plurality: 2}[Evil Eye/Evil Eyes].${prompt};${number: 2}${choice-plurality: 2}[Mauvais œil/Mauvais yeux].${prompt}
Cornelia...${prompt};Cornélia...${prompt}
${number: 5}/${number: 1} member${choice-plurality: 5}[/s] of the Yagudo family.${prompt};${number: 5}${number: 1}membre${choice-plurality: 5}[/s] de la famille Yagudo.${prompt}
${number: 1} ${choice-plurality: 1}[Robber Crab/Robber Crabs].${prompt};${number: 1}${choice-plurality: 1}[Crabe voleur/Crabes voleurs].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Acrophies/Acrophies].;${number: 4}${number: 0}${choice-plurality: 4}[Acrophies/Acrophies].
${number: 2} ${choice-plurality: 2}[Bat Eye/Bat Eyes].${prompt};${number: 2}${choice-plurality: 2}[Œil de chauve-souris/Yeux de chauve-souris].${prompt}
${number: 2} ${choice-plurality: 2}[Living Statue/Living Statues].${prompt};${number: 2}${choice-plurality: 2}[Statue vivante/Statues vivantes].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Blind Bat/Blind Bats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chauve-souris aveugle/Chauves-souris aveugles].${prompt}
${number: 1} ${choice-plurality: 1}[Myxomycete/Myxomycetes].${prompt};${number: 1}${choice-plurality: 1}[Myxomycètes/Myxomycètes].${prompt}
${number: 1} ${choice-plurality: 1}[Veindigger Leech/Veindigger Leeches].${prompt};${number: 1}${choice-plurality: 1}[Sangsues chercheuses de veines/Sangsues chercheuses de veines].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Myxomycete/Myxomycetes].;${number: 4}${number: 0}${choice-plurality: 4}[Myxomycète/Myxomycètes].
${number: 5}/${number: 1} ${choice-plurality: 5}[Thread Leech/Thread Leeches].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Sangsues de fil/Sangsues de fil].${prompt}
${number: 0} ${choice-plurality: 0}[Bat Eye/Bat Eyes].;${number: 0}${choice-plurality: 0}[Œil de chauve-souris/Yeux de chauve-souris].
Remember that only players level 65 or above can travel to the Shrouded Land.${prompt};N'oubliez pas que seuls les joueurs de niveau 65 ou plus peuvent voyager vers la Terre Suprême.${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Sand Spider/Sand Spiders].;${number: 4}${number: 0}${choice-plurality: 4}[Araignée des sables/Araignées des sables].
${number: 4}/${number: 0} ${choice-plurality: 4}[Yhoator Mandragora/Yhoator Mandragoras].;${number: 4}${number: 0}${choice-plurality: 4}[Yhoator Mandragore/Yhoator Mandragoras].
${number: 4}/${number: 0} ${choice-plurality: 4}[Goblin Lurcher/Goblin Lurchers].;${number: 4}${number: 0}${choice-plurality: 4}[Gobelin Lurcher/Gobelins Lurchers].
${number: 1} ${choice-plurality: 1}[Forest Leech/Forest Leeches].${prompt};${number: 1}${choice-plurality: 1}[Sangsues forestières/Sangsues forestières].${prompt}
${number: 0} ${choice-plurality: 0}[Seven of Cups/Seven of Cups].;${number: 0}${choice-plurality: 0}[Sept de Coupes/Sept de Coupes].
${number: 4}/${number: 0} ${choice-plurality: 4}[Succubus Bats/Succubus Bats].;${number: 4}${number: 0}${choice-plurality: 4}[Chauves-souris succubes/Chauves-souris succubes].
${number: 5}/${number: 1} ${choice-plurality: 5}[Skinnymajinx/Skinnymajinxes].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Skinnymajinx/Skinnymajinxes].${prompt}
${number: 0} ${choice-plurality: 0}[Rock Eater/Rock Eaters].;${number: 0}${choice-plurality: 0}[Mangeur de roches/Mangeurs de roches].
${number: 5}/${number: 1} ${choice-plurality: 5}[Blade Bat/Blade Bats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Blade Bat/Blade Bats].${prompt}
${number: 0} ${choice-plurality: 0}[Hellbound Warrior/Hellbound Warriors].;${number: 0}${choice-plurality: 0}[Guerrier de l'enfer/Guerriers de l'enfer].
${number: 1} ${choice-plurality: 1}[Lemures/Lemures].${prompt};${number: 1}${choice-plurality: 1}[Lémures/Lémures].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Labyrinth Leech/Labyrinth Leeches].;${number: 5}${number: 1}${choice-plurality: 5}[Sangsues du labyrinthe/Sangsues du labyrinthe].
${number: 0} ${choice-plurality: 0}[Helm Beetle/Helm Beetles].;${number: 0}${choice-plurality: 0}[Scarabée/Scarabée].
${number: 5}/${number: 1} ${choice-plurality: 5}[Young Opo-opo/Young Opo-opos].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Jeune Opo-opo/Jeune Opo-opos].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Sand Hare/Sand Hares].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Lièvre des sables/Lièvres des sables].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Poison Leech/Poison Leeches].;${number: 4}${number: 0}${choice-plurality: 4}[Sangsues empoisonnées/Sangsues empoisonnées].
You already have what you came for, no?${prompt};Tu as déjà ce pour quoi tu es venu, non ?${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Nine of Cups/Nine of Cups].;${number: 4}${number: 0}${choice-plurality: 4}[Neuf de Coupes/Neuf de Coupes].
${number: 5}/${number: 1} ${choice-plurality: 5}[Bloodsucker/Bloodsuckers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Suceur de sang/Suceurs de sang].${prompt}
${number: 1} ${choice-plurality: 1}[Rumble Crawler/Rumble Crawlers].${prompt};${number: 1}${choice-plurality: 1}[Rumble Crawler/Rumble Crawlers].${prompt}
What do you desire?;Que désires-tu ?
${number: 0} ${choice-plurality: 0}[Hellbound Warlock/Hellbound Warlocks].;${number: 0}${choice-plurality: 0}[Démoniste infernal/Démonistes infernaux].
${number: 0} ${choice-plurality: 0}[Champaign Coeurl/Champaign Coeurls].;${number: 0}${choice-plurality: 0}[Champaign Coeurl/Champaign Coeurls].
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the sea monk family.;${number: 4}${number: 0}membre${choice-plurality: 4}[/s] de la famille des moines de mer.
${number: 5}/${number: 1} ${choice-plurality: 5}[Greater Cockatrice/Greater Cockatrices].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Grande Cocatrix/Grandes Cocatrix].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Labyrinth Leech/Labyrinth Leeches].;${number: 4}${number: 0}${choice-plurality: 4}[Sangsues du labyrinthe/Sangsues du labyrinthe].
${number: 5}/${number: 1} ${choice-plurality: 5}[Droma/Dromas].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Drôme/Drômes].${prompt}
I am...a unique entity...${prompt};Je suis...une entité unique...${prompt}
The power of the Great Star Tree has been released!${prompt};Le pouvoir du Grand Arbre Étoilé a été libéré !${prompt}
${number: 0} ${choice-plurality: 0}[Mushussu/Mushussus].;${number: 0}${choice-plurality: 0}[Mushussu/Mushussus].
${number: 1} ${choice-plurality: 1}[Skinnymalinks/Skinnymalinks].${prompt};${number: 1}${choice-plurality: 1}[Skinnymalinks/Skinnymalinks].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Swagger Spruce/Swagger Spruces].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Épicéa Swagger/Épicés Swagger].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Goblin Bladesmith/Goblin Bladesmiths].;${number: 5}${number: 1}${choice-plurality: 5}[Forgeron de lames gobelin/Forgerons de lames gobelins].
${number: 0} ${choice-plurality: 0}[Hurricane Wyvern/Hurricane Wyverns].;${number: 0}${choice-plurality: 0}[Wyverne de l'ouragan/Wyvernes de l'ouragan].
${number: 4}/${number: 0} ${choice-plurality: 4}[Jotunn Gatekeeper/Jotunn Gatekeepers].;${number: 4}${number: 0}${choice-plurality: 4}[Gardien de la porte Jotunn/Gardiens de la porte Jotunn].
${number: 1} ${choice-plurality: 1}[Cave Worm/Cave Worms].${prompt};${number: 1}${choice-plurality: 1}[Ver des cavernes/Vers des cavernes].${prompt}
${number: 0} ${choice-plurality: 0}[River Crab/River Crabs].;${number: 0}${choice-plurality: 0}[Crabe de rivière/Crabes de rivière].
${number: 5}/${number: 1} ${choice-plurality: 5}[Clipper/Clippers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Clipper/Clippers].${prompt}
It appears you should come back later.${prompt};Il semble que vous devriez revenir plus tard.${prompt}
${number: 1} ${choice-plurality: 1}[Lich/Liches].;${number: 1}${choice-plurality: 1}[Liche/Liches].
${number: 0} ${choice-plurality: 0}[Fume Lizard/Fume Lizards].;${number: 0}${choice-plurality: 0}[Lézard des fumées/Lézards des fumées].
Auto-transport has been ${choice: 0}[disabled/enabled].${prompt};Le transport automobile a été${choice: 0}[désactivé/activé].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Goblin Trailblazer/Goblin Trailblazers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Pionnier gobelin/Pionniers gobelins].${prompt}
${number: 2} ${choice-plurality: 2}[Sand Beetle/Sand Beetles].${prompt};${number: 2}${choice-plurality: 2}[Coléoptère des sables/Coléoptères des sables].${prompt}
${number: 1} ${choice-plurality: 1}[Myconid/Myconids].${prompt};${number: 1}${choice-plurality: 1}[Myconide/Myconides].${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Dragonfly/Dragonflies].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Libellule/Libellules].${prompt}
${number: 0} ${choice-plurality: 0}[Sand Tarantula/Sand Tarantulas].;${number: 0}${choice-plurality: 0}[Tarentule des sables/Tarentules des sables].
${number: 4}/${number: 0} ${choice-plurality: 4}[Abyss Worm/Abyss Worms].;${number: 4}${number: 0}${choice-plurality: 4}[Ver des Abysses/Vers des Abysses].
${number: 0} ${choice-plurality: 0}[Ogrefly/Ogreflies].;${number: 0}${choice-plurality: 0}[Ogrefly/Ogreflies].
${number: 4}/${number: 0} ${choice-plurality: 4}[Deathwatch Beetle/Deathwatch Beetles].;${number: 4}${number: 0}${choice-plurality: 4}[Scarabée de la Deathwatch/Scarabées de la Deathwatch].
Unable to enter the battlefield for “Battaru Royale.”${prompt};Impossible d'entrer sur le champ de bataille pour « Battaru Royale ».${prompt}
${number: 0} ${choice-plurality: 0}[Spartoi Sorcerer/Spartoi Sorcerers].;${number: 0}${choice-plurality: 0}[Sorcier Sparte/Sorciers Sparte].
${number: 5}/${number: 1} ${choice-plurality: 5}[Ancient Bat/Ancient Bats].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Chauve-souris ancienne/Chauves-souris anciennes].${prompt}
${number: 1} ${choice-plurality: 1}[Jelly/Jellies].${prompt};${number: 1}${choice-plurality: 1}[Gelée/Gelées].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Scarab Beetle/Scarab Beetles].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Scarabée/Scarabées].${prompt}
${number: 5}/${number: 1} member${choice-plurality: 5}[/s] of the evil weapon family.${prompt};${number: 5}${number: 1}membre${choice-plurality: 5}[/s] de la famille des armes maléfiques.${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Doom Guard/Doom Guards].;${number: 4}${number: 0}${choice-plurality: 4}[Garde du Destin/Gardes du Destin].
${number: 1} ${choice-plurality: 1}[Goblin Chaser/Goblin Chasers].${prompt};${number: 1}${choice-plurality: 1}[Chasseur de gobelins/Chasseurs de gobelins].${prompt}
${number: 1} member${choice-plurality: 1}[/s] of the crab family.${prompt};${number: 1}membre${choice-plurality: 1}[/s] de la famille des crabes.${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Antican Sagittarius/Antican Sagittarii].;${number: 5}${number: 1}${choice-plurality: 5}[Antican Sagittaire/Antican Sagittaire].
${number: 6}/${number: 2} ${choice-plurality: 6}[Goblin Butcher/Goblin Butchers].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Boucher gobelin/Bouchers gobelins].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Stag Beetle/Stag Beetles].;${number: 4}${number: 0}${choice-plurality: 4}[Lucane cerf-volant/Lucanes cerf-volant].
${number: 4}/${number: 0} ${choice-plurality: 4}[Wurdalak/Wurdalaks].;${number: 4}${number: 0}${choice-plurality: 4}[Wurdalak/Wurdalaks].
${number: 1} ${choice-plurality: 1}[Blind Bat/Blind Bats].${prompt};${number: 1}${choice-plurality: 1}[Chauve-souris aveugle/Chauves-souris aveugles].${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Sand Beetle/Sand Beetles].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Coléoptère des sables/Coléoptères des sables].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Flamingo/Flamingoes].;${number: 4}${number: 0}${choice-plurality: 4}[Flamant/Flamants roses].
${number: 1} ${choice-plurality: 1}[Wind Bats/Wind Bats].${prompt};${number: 1}${choice-plurality: 1}[Chauves-souris du vent/Chauves-souris du vent].${prompt}
${number: 1} ${choice-plurality: 1}[Mighty Rarab/Mighty Rarabs].${prompt};${number: 1}${choice-plurality: 1}[Puissant Rarab/Puissants Rarabs].${prompt}
${number: 6}/${number: 2} ${choice-plurality: 6}[Greater Pugil/Greater Pugils].${prompt};${number: 6}${number: 2}${choice-plurality: 6}[Grand Pugil/Grands Pugils].${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Witch Hazel/Witch Hazels].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Hamamélis/Hamamélis].${prompt}
${number: 0} ${choice-plurality: 0}[Four of Cups/Four of Cups].;${number: 0}${choice-plurality: 0}[Quatre de Coupes/Quatre de Coupes].
${number: 5}/${number: 1} ${choice-plurality: 5}[Will-o'-the-Wisp/Will-o'-the-Wisps].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Feux Follets/Feux Follets].${prompt}
${number: 4}/${number: 0} ${choice-plurality: 4}[Worker Crawler/Worker Crawlers].;${number: 4}${number: 0}${choice-plurality: 4}[Travailleuse rampante/Travailleurs rampants].
${number: 0} ${choice-plurality: 0}[Million Eyes/Million Eyes].;${number: 0}${choice-plurality: 0}[Million d'yeux/Million d'yeux].
${number: 0} member${choice-plurality: 0}[/s] of the Yagudo family.;${number: 0}membre${choice-plurality: 0}[/s] de la famille Yagudo.
${number: 0} ${choice-plurality: 0}[Killing Weapon/Killing Weapons].;${number: 0}${choice-plurality: 0}[Arme meurtrière/Armes meurtrières].
${number: 4}/${number: 0} ${choice-plurality: 4}[Goblin Conjurer/Goblin Conjurers].;${number: 4}${number: 0}${choice-plurality: 4}[Conjurateur gobelin/Conjureurs gobelins].
${number: 1} member${choice-plurality: 1}[/s] of the Goblin family.${prompt};${number: 1}membre${choice-plurality: 1}[/s] de la famille Goblin.${prompt}
${number: 5}/${number: 1} ${choice-plurality: 5}[Ooze/Ooze].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Suint/Suint].${prompt}
${number: 0} ${choice-plurality: 0}[Sand Lizard/Sand Lizards].;${number: 0}${choice-plurality: 0}[Lézard des sables/Lézards des sables].
${number: 0} ${choice-plurality: 0}[Worker Crawler/Worker Crawlers].;${number: 0}${choice-plurality: 0}[Travailleuse rampante/Travailleurs rampants].
${number: 5}/${number: 1} ${choice-plurality: 5}[Soldier Crawler/Soldier Crawlers].${prompt};${number: 5}${number: 1}${choice-plurality: 5}[Soldat Crawler/Soldats Crawlers].${prompt}
${number: 0} ${choice-plurality: 0}[Hill Lizard/Hill Lizards].;${number: 0}${choice-plurality: 0}[Lézard des collines/Lézards des collines].
${number: 1} ${choice-plurality: 1}[Amphisbaena/Amphisbaenas].;${number: 1}${choice-plurality: 1}[Amphisbène/Amphisbènes].
${number: 4}/${number: 0} ${choice-plurality: 4}[Maze Maker/Maze Makers].;${number: 4}${number: 0}${choice-plurality: 4}[Créateur de labyrinthe/Créateurs de labyrinthe].
${number: 0} ${choice-plurality: 0}[Doom Warlock/Doom Warlocks].;${number: 0}${choice-plurality: 0}[Démoniste du destin/Démonistes du destin].
${number: 4}/${number: 0} ${choice-plurality: 4}[Buds Bunny/Buds Bunnies].;${number: 4}${number: 0}${choice-plurality: 4}[Buds Bunny/Buds Lapins].
${number: 1} ${choice-plurality: 1}[Goobbue Parasite/Goobbue Parasites].${prompt};${number: 1}${choice-plurality: 1}[Parasite Goobbue/Parasites Goobbue].${prompt}
The sap crystal has no effect.;Le cristal de sève n’a aucun effet.
