${choice: 1}[The frontier station/Frontier Bivouac #1/Frontier Bivouac #2/Frontier Bivouac #3/Frontier Bivouac #4/Frontier Bivouac #5] in ${choice: 0}[Adoulin/Yahse Hunting Grounds/Ceizak Battlegrounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Ra’Kaznar] has been destroyed!${prompt};
OFF.;
Procure: Moh Gates.${choice: 12}[/★];
Recover: Ra'Kaznar Inner Court.${choice: 17}[/★];
DEBUG: ${choice: 0}[Bivouac/Outpost A/Outpost B/Outpost C/Outpost D/Outpost E] building value: ${number: 1}.${prompt};
You succeed in acquiring the ${item-singular: 0[2]}${choice: 1}[/bayld]!${prompt};
${color-alt: 121}${choice: 1}[The frontier station/Frontier Bivouac #1/Frontier Bivouac #2/Frontier Bivouac #3/Frontier Bivouac #4/Frontier Bivouac #5] in ${choice: 0}[Adoulin/Yahse Hunting Grounds/Ceizak Battlegrounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Ra’Kaznar] has been completed!${prompt};
${choice: 0}[You/However, you] are unable to gather anything.${prompt};
Research: Marjami Ravine.${choice: 9}[/★];
Procure: Ra'Kaznar Inner Court.${choice: 17}[/★];
Preserve: Sih Gates.${choice: 11}[/★];
Gather: Outer Ra'Kaznar.${choice: 16}[/★];
Support: Yahse Hunting Grounds.${choice: 5}[/★];
Further, Ionis effects will expand to include ${choice: 7}[/Minor Crystal Obtainment Rate Increase/Minor Material Loss Rate Reduction/Minor Synthesis Skill Gain Rate Increase/Minor Synthesis Success Rate Increase/Moderate Crystal Obtainment Rate Increase/Moderate Material Loss Rate Reduction/Moderate Synthesis Skill Gain Rate Increase/Moderate Synthesis Success Rate Increase].${prompt};
Deliver: Sih Gates.${choice: 11}[/★];
Ten minutes.;
Procure: Marjami Ravine.${choice: 9}[/★];
The magical properties of the waypoint proved too much for your ${keyitem-singular: 0[2]} to handle, and it broke...${prompt};
Natural obstacles pop up from time to time, and pioneers are often asked to engage in a bit of bushwhacking to clear them away so the colonization movement can proceed. The only way to be officially recognized for such feats, though, is by participating in Colonization Reives.${prompt};
${choice: 7}[- Travel Assistance Provisions/- Temporary Warp Runes/- Town Movement Speed Enhancement/- Delivery Personnel Increase/- Kinetic Unit Cost Adjustment/- Temporary Warp Runes II/- Town Movement Speed Enhancement II/- Delivery Personnel Increase II/- Kinetic Unit Cost Adjustment II]${choice: 6}[/ and our compulsive attention to the time...if you can even call that a service./no services at this time.]${prompt};
Alternatively, the objective may also be completed by gathering pioneering materials from ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk], which is located nearby.${prompt};
${color-alt: 121}Reive momentum score: Enhancing support.${prompt};
Thirty minutes.;
Only materials gathered in the field are valid.;
A ${choice: 0}[Lair/Colonization/Wildskeeper] Reive has started at (${choice: 1}[A/B/C/D/E/F/G/H/I/J/K/L/M/N/O]-${number: 2}).${prompt};
DEBUG:7=${number: 1} 8=${number: 2}.${prompt};
You will be discharged in ${number: 1} second${choice-plurality: 1}[/s].${prompt};
DEBUG: Experience after deviation from base level value: ${number: 0}.${prompt};
The state of the ${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition.;
The assignment will be considered completed if you vanquish ${number: 2} ${choice: 1}[umbrils/umbrils/toads/twitherym/chapuli/craklaw/matamata/Yorcia Weald/Marjami Ravine/Kamihr Drifts/twitherym/raptors/maroliths/efts/acuexes/ironclads/mei/mei/mgk].${prompt};
Procure: Outer Ra'Kaznar.${choice: 16}[/★];
The ${item-singular: 0[2]}${choice: 1}[/bayld] eludes your grasp.${prompt};
The convenience of pioneers was our foremost priority when establishing this system. You may use all your imprimaturs to support a particular coalition, or you may instead choose to distribute them among several.${prompt};
You have already found a lost article.;
Clear: Dho Gates.${choice: 14}[/★];
${choice: 7}[- Traditional Armor/- Traditional Weaponry/- Traditional Armor II/- Frontline Provisions/- Traditional Weaponry II/- Traditional Armor III/- Traditional Armor IV/- Traditional Armor V/- Traditional Armor VI]${choice: 6}[/ and our usual killjoy meddling...if you call that a service./no services at this time.]${prompt};
While the Peacekeepers' Coalition often makes its rounds in the city itself, these patrols will take you to specific jungle locales for the express purpose of culling unwanted pests. Make sure to slay your quota, though, or you won't receive any recognition for your deeds.${prompt};
Patrol: Ra'Kaznar Inner Court.${choice: 17}[/★];
DEBUG: Debug:;
Boost: Yahse Hunting Grounds.${choice: 5}[/★];
Support: Ceizak Battlegrounds.${choice: 4}[/★];
245.;
You must head for ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk] and destroy monster lairs there.;
Patrol: Eastern Adoulin.${choice: 2}[/★];
Undertake a coalition assignment.;
Travel to places unknown in search of ergon loci, areas overflowing with natural energy. While some say it's the journey--not the destination--that matters, failing to survey even a single locus will leave you both depleted of energy and empty-handed.${prompt};
Could you lend us a hand by signing up for a coalition assignment?${prompt};
100.;
2000.;
Add Couriers' Coalition coalition assignment completion value.;
You must survey special tracts of land overflowing with mystical powers in ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk].;
${color-alt: 121}Momentum Bonus: Subtle Blow!${prompt};
${color-alt: 123}You will be discharged in ${number: 0} second${choice-plurality: 0}[/s].${prompt};
Gather: Kamihr Drifts.${choice: 10}[/★];
Gather: Eastern Adoulin.${choice: 2}[/★];
Additional coalition development value: ${number: 1} pts.;
${choice: 2}[You might want to try to remedy that./Keep trying./Your efforts are starting to pay off./That said, you're still only halfway to the top./Feel free to gloat about your accomplishments./I hope you're not afraid of heights, because you're incredibly close to the top!/How's the view from the top? Great? Then keep up the excellent work!]${prompt};
You will sometimes be charged with carrying supplies from specific frontier stations to the Couriers' Coalition.${prompt};
Your contributions to the ${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition have earned you the title of...${prompt};
405.;
295.;
Head to ${choice: 0}[Western Adoulin/Eastern Adoulin/Rala Waterways/Ceizak Battlegrounds/Yahse Hunting Grounds/Foret de Hennetiel/Morimar Basalt Fields/Yorcia Weald/Marjami Ravine/Kamihr Drifts/Sih Gates/Moh Gates/Cirdas Caverns/Dho Gates/Woh Gates/Outer Ra'Kaznar/Ra'Kaznar Inner Court/mei/mgk] to find and observe a monster located there.;
It is my understanding that you have completed one of our tasks. Do you have anything to report?${prompt};
200.;
Total referendum value: ${number: 3} pts.${prompt};
Reginald serves as our maester. He may not be the most talkative person you've ever met, but just try to find a more gentlemanly gentleman among the Twelve Orders.${prompt};
Growth value degradation over time: on/off.;
If the ${choice: 7}[/coalition flag/signboard/emblem/second floor/Adoulinian flag/main terrace/bay roof/main chimney] expansion plan succeeds, the staff in charge of ${choice: 7}[Maps/Map Marking/Colonization Intelligence/Ergon Locus Intelligence/Library Cards/Map Marking II/Spoils of War Intelligence/Ergon Locus Intelligence II/Spoils of War Intelligence II] will ${choice: 6}[increase in number/expand throughout the continent/provide additional services/be more successful].${prompt};
505.;
250.;
Recover: Outer Ra'Kaznar.${choice: 16}[/★];
${color-alt: 121}Reive momentum score: Skillchain success.${prompt};
Preserving the peace.;
When you complete an assignment, you will be asked to choose which plan the coalition should prioritize.${prompt};
Procure materials.${choice: 0}[/★];
Research: Ceizak Battlegrounds.${choice: 4}[/★];
Boost: Eastern Adoulin.${choice: 2}[/★];
Boost: Sih Gates.${choice: 11}[/★];
Likewise, if one coalition does not receive enough pioneer support, it may shrink in scale, even if it had previously expanded. It is for this reason that we try to make our assignments as lucrative as feasible.${prompt};
Dance, sing, shout, or generally make a fool of yourself. It doesn't matter how you do it, as long as you can make them laugh and forget their cares for a few moments.${prompt};
Truly abstain from voting?;
A small article resembling a pouch lies unattended on the ground. Could someone have dropped this...?${prompt};
Preserve: Foret de Hennetiel.${choice: 6}[/★];
The Inventors' Coalition mainly supportarus pioneers and the colonization of Ulbuka through the development of tools and equipment.${prompt};
${choice: 7}[- Guess That Number (Game)/- Boom or Bust (Game)/- On The Dot (Game)/- Cascade (Game)/- Mummers' Medal Prizes/- Box of Fortune (Game)/- Mummers' Medal Prizes II/- Mummers' Medal Prizes III/- Three-Card Circus (Game)]${choice: 6}[/ and our usual array of god-awful puns...if you can stand that particular service./no services at this time.]${prompt};
Why, this ${keyitem-singular: 0[2]} is broken! I'll give you another one, but you really must be more careful with something so valuable.${prompt};
Deliver: Foret de Hennetiel.${choice: 6}[/★];
${choice: 0}[Accept/Report on/Cancel] which coalition assignment?;
Procure: mei.${choice: 18}[/★];
Gather: Yahse Hunting Grounds.${choice: 5}[/★];
Support: mgk.${choice: 19}[/★];
Commence survey?;
Select which assignment to cancel.${prompt};
DEBUG: Double result: rnd=${number: 0}/ (train=${number: 1} equip=${number: 2} tool=${number: 3})${prompt};
We ask that you submit your vote in the coalition referendum before receiving your reward.${prompt};
In order to acquire the spoils within, you must approach the light from a direction and distance that negates the distortion level as much as possible.${prompt};
Well, here's another ${keyitem-singular: 0[2]}, but please be careful not to break this one.${prompt};
Since you're already here, why not take a few minutes to fill out the forms? It won't take long.${prompt};
DEBUG: Post-rate experience by reive type: ${number: 0}.${prompt};
DEBUG: Current fatigue level: ${number: 0} (${number: 1}point/${number: 2}flame)${prompt};
DEBUG: ${choice: 0}[Pioneers'/Peacekeepers'/Couriers'/Scouts'/Inventors'/Mummers'] Coalition growth rank: ${number: 1}.${prompt};
Return here once you have completed your assignment. We appreciate your assistance and hope for your safe return.${prompt};
Preserve: Eastern Adoulin.${choice: 2}[/★];
Procure: mgk.${choice: 19}[/★];
Signboard.;
Yes. It's my Goddess-given duty.;
${number: 7} ${choice: 31}[min. ago/hr. ago]: Unclear.;
Base provisions.${choice: 0}[/★];
The assignment will be considered completed if you procure ${number: 2} ${item-given-plurality: 2[2], 1[2]}.${prompt};
Give Adoulin's population some peace of mind by embarking on these expeditions every so often. Also, rumors about far more terrifying beasts are likely to surface the further we progress into Ulbuka's interior, but as long as you stick to your duties, you should have no reason to fear them.${prompt};
By supplies, I mean ones obtained in the jungle through pioneering. Yes, acting as a beast of burden may not be the most glamorous duty, but it is a vital one if we're to improve the coalitions and keep Adoulin economically stable.${prompt};
Boost: Dho Gates.${choice: 14}[/★];
Add Scouts' Coalition coalition quest completion support value.;
DEBUG: 1=${number: 1} 2=${number: 2} 3=${number: 3}.${prompt};
The assignment will be considered completed if you successfully raise their spirits.${prompt};
I'm terribly sorry, but we can't use broken ${keyitem-plural: 0[2]}.;
Boost: Morimar Basalt Fields.${choice: 7}[/★];
Types of coalition assignments.;
Survey: mei.${choice: 18}[/★];
DEBUG: Select building plan.;
Recover: Foret de Hennetiel.${choice: 6}[/★];
Add Pioneers' Coalition coalition quest completion support value.;
Our maestaru, Margret, belongs to the Order of Haverton. Her sheer brilliance-williance makes appetizers out of even the most difficult problems, so it's no wonder that she is seen as one of the greatest minds in Adoulin.${prompt};
